id,sequence,method
molecule_77,C(CNC(=O)N)CC(NC(C(NC(=O)CCOCCOCCOCCOCCOCCNC(CCC(N1Cc2ccccc2C#Cc2ccccc21)=O)=O)C(C)C)=O)C(=O)Nc1ccc(COC(N(C(C(C)C)C(NC(C(N(C)C(C(C)CC)C(CC(=O)N2CCCC2C(C(C(NC(C)C(c2ccccc2)O)=O)C)OC)OC)=O)C(C)C)=O)C)=O)cc1,rand_9
molecule_77,C(CC(NC(C(NC(CCOCCOCCOCCOCCOCCNC(CCC(=O)N1Cc2ccccc2C#Cc2ccccc21)=O)=O)C(C)C)=O)C(Nc1ccc(COC(N(C)C(C(C)C)C(NC(C(C)C)C(=O)N(C)C(C(CC)C)C(OC)CC(=O)N2CCCC2C(C(C(=O)NC(C(c2ccccc2)O)C)C)OC)=O)=O)cc1)=O)CNC(=O)N,rand_10
molecule_78,O=C1N(OC(CCSSc2ncccc2)=O)C(=O)CC1,rand_1
molecule_78,S(CCC(=O)ON1C(=O)CCC1=O)Sc1ncccc1,rand_2
molecule_78,c1(SSCCC(ON2C(=O)CCC2=O)=O)ccccn1,rand_3
molecule_78,n1ccccc1SSCCC(=O)ON1C(=O)CCC1=O,rand_4
molecule_78,C1(=O)CCC(=O)N1OC(CCSSc1ncccc1)=O,rand_5
molecule_78,c1cnc(SSCCC(ON2C(=O)CCC2=O)=O)cc1,rand_6
molecule_78,C1C(=O)N(OC(CCSSc2ncccc2)=O)C(=O)C1,rand_7
molecule_78,O(N1C(=O)CCC1=O)C(CCSSc1ccccn1)=O,rand_8
molecule_78,O=C1N(OC(=O)CCSSc2ccccn2)C(=O)CC1,rand_9
molecule_78,O(C(CCSSc1ncccc1)=O)N1C(=O)CCC1=O,rand_10
molecule_79,C(CCCCN1C(=O)C=CC1=O)C(O)=O,rand_1
molecule_79,C1=CC(=O)N(CCCCCC(=O)O)C1=O,rand_2
molecule_79,C1=CC(=O)N(CCCCCC(O)=O)C1=O,rand_3
molecule_79,C1=CC(=O)N(CCCCCC(=O)O)C1=O,rand_4
molecule_79,C(CCC(O)=O)CCN1C(=O)C=CC1=O,rand_5
molecule_79,C1=CC(=O)N(CCCCCC(O)=O)C1=O,rand_6
molecule_79,N1(CCCCCC(O)=O)C(=O)C=CC1=O,rand_7
molecule_79,C(CN1C(=O)C=CC1=O)CCCC(O)=O,rand_8
molecule_79,C1(=O)N(CCCCCC(O)=O)C(=O)C=C1,rand_9
molecule_79,C(C(O)=O)CCCCN1C(=O)C=CC1=O,rand_10
molecule_80,O=C1N(CC2CCC(C(ON3C(=O)CCC3=O)=O)CC2)C(=O)C=C1,rand_1
molecule_80,C1C(=O)N(OC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)C(=O)C1,rand_2
molecule_80,C1(=O)N(OC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)C(=O)CC1,rand_3
molecule_80,C1(=O)CCC(=O)N1OC(C1CCC(CN2C(=O)C=CC2=O)CC1)=O,rand_4
molecule_80,C1C(=O)N(OC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)C(=O)C1,rand_5
molecule_80,C1C(=O)N(OC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)C(=O)C1,rand_6
molecule_80,C1C(C(ON2C(=O)CCC2=O)=O)CCC(CN2C(=O)C=CC2=O)C1,rand_7
molecule_80,C(N1C(=O)C=CC1=O)C1CCC(C(=O)ON2C(=O)CCC2=O)CC1,rand_8
molecule_80,C1C(CN2C(=O)C=CC2=O)CCC(C(ON2C(=O)CCC2=O)=O)C1,rand_9
molecule_80,C1(CN2C(=O)C=CC2=O)CCC(C(ON2C(=O)CCC2=O)=O)CC1,rand_10
molecule_81,C(C(N(c1ccc(CO)cc1)C(C(=O)N)CCCNC(=O)N)=O)(NC(CCOCCOCCN1C(=O)C=CC1=O)=O)C(C)C,rand_1
molecule_81,C(C(=O)NC(C(C)C)C(N(c1ccc(CO)cc1)C(CCCNC(=O)N)C(N)=O)=O)COCCOCCN1C(=O)C=CC1=O,rand_2
molecule_81,O(CCC(=O)NC(C(N(C(CCCNC(N)=O)C(N)=O)c1ccc(CO)cc1)=O)C(C)C)CCOCCN1C(=O)C=CC1=O,rand_3
molecule_81,O(CCOCCN1C(=O)C=CC1=O)CCC(=O)NC(C(N(C(CCCNC(N)=O)C(N)=O)c1ccc(CO)cc1)=O)C(C)C,rand_4
molecule_81,C(COCCOCCN1C(=O)C=CC1=O)C(NC(C(N(C(C(N)=O)CCCNC(N)=O)c1ccc(CO)cc1)=O)C(C)C)=O,rand_5
molecule_81,C(OCCOCCN1C(=O)C=CC1=O)CC(=O)NC(C(N(c1ccc(CO)cc1)C(C(=O)N)CCCNC(=O)N)=O)C(C)C,rand_6
molecule_81,C(=O)(N)NCCCC(N(c1ccc(CO)cc1)C(=O)C(C(C)C)NC(CCOCCOCCN1C(=O)C=CC1=O)=O)C(=O)N,rand_7
molecule_81,C1(=O)C=CC(=O)N1CCOCCOCCC(=O)NC(C(C)C)C(N(c1ccc(CO)cc1)C(CCCNC(N)=O)C(N)=O)=O,rand_8
molecule_81,O=C1C=CC(=O)N1CCOCCOCCC(NC(C(N(c1ccc(CO)cc1)C(C(N)=O)CCCNC(=O)N)=O)C(C)C)=O,rand_9
molecule_81,N(C(CCOCCOCCN1C(=O)C=CC1=O)=O)C(C(C)C)C(N(c1ccc(CO)cc1)C(C(=O)N)CCCNC(=O)N)=O,rand_10
molecule_82,c1c(SSC(COC(Nc2ccc(CCl)cc2)=O)C)ncc([N+](=O)[O-])c1,rand_1
molecule_82,c1c([N+]([O-])=O)ccc(SSC(C)COC(Nc2ccc(CCl)cc2)=O)n1,rand_2
molecule_82,c1c(SSC(COC(Nc2ccc(CCl)cc2)=O)C)ncc([N+]([O-])=O)c1,rand_3
molecule_82,c1c([N+](=O)[O-])ccc(SSC(C)COC(Nc2ccc(CCl)cc2)=O)n1,rand_4
molecule_82,O=[N+](c1ccc(SSC(COC(=O)Nc2ccc(CCl)cc2)C)nc1)[O-],rand_5
molecule_82,CC(COC(=O)Nc1ccc(CCl)cc1)SSc1ccc([N+]([O-])=O)cn1,rand_6
molecule_82,ClCc1ccc(NC(=O)OCC(C)SSc2ncc([N+]([O-])=O)cc2)cc1,rand_7
molecule_82,c1cc([N+]([O-])=O)cnc1SSC(C)COC(Nc1ccc(CCl)cc1)=O,rand_8
molecule_82,O=C(OCC(SSc1ccc([N+]([O-])=O)cn1)C)Nc1ccc(CCl)cc1,rand_9
molecule_82,c1c([N+]([O-])=O)cnc(SSC(COC(=O)Nc2ccc(CCl)cc2)C)c1,rand_10
molecule_83,C(C(NC(=O)C(C)NC(CCNC(=O)/C=C/C(O)=O)=O)C)(O)=O,rand_1
molecule_83,C(=O)(C(C)NC(=O)C(C)NC(=O)CCNC(=O)/C=C/C(O)=O)O,rand_2
molecule_83,O=C(C(NC(=O)C(C)NC(=O)CCNC(/C=C/C(O)=O)=O)C)O,rand_3
molecule_83,O=C(O)C(C)NC(=O)C(C)NC(CCNC(/C=C/C(=O)O)=O)=O,rand_4
molecule_83,OC(=O)/C=C/C(NCCC(NC(C)C(NC(C(O)=O)C)=O)=O)=O,rand_5
molecule_83,C(C(NC(C(NC(=O)CCNC(=O)/C=C/C(=O)O)C)=O)C)(=O)O,rand_6
molecule_83,C(NC(C(C)NC(CCNC(=O)/C=C/C(=O)O)=O)=O)(C(O)=O)C,rand_7
molecule_83,CC(NC(CCNC(=O)/C=C/C(O)=O)=O)C(=O)NC(C)C(O)=O,rand_8
molecule_83,O=C(C(NC(=O)CCNC(/C=C/C(=O)O)=O)C)NC(C)C(O)=O,rand_9
molecule_83,C(NC(CCNC(=O)/C=C/C(=O)O)=O)(C(NC(C(=O)O)C)=O)C,rand_10
molecule_84,c1ccc(SSC(CCC(ON2C(=O)CCC2=O)=O)C)nc1,rand_1
molecule_84,C1(=O)N(OC(CCC(C)SSc2ccccn2)=O)C(=O)CC1,rand_2
molecule_84,c1cccc(SSC(CCC(ON2C(=O)CCC2=O)=O)C)n1,rand_3
molecule_84,c1cccc(SSC(C)CCC(ON2C(=O)CCC2=O)=O)n1,rand_4
molecule_84,c1cc(SSC(CCC(=O)ON2C(=O)CCC2=O)C)ncc1,rand_5
molecule_84,c1cnc(SSC(CCC(=O)ON2C(=O)CCC2=O)C)cc1,rand_6
molecule_84,C(CCC(=O)ON1C(=O)CCC1=O)(C)SSc1ncccc1,rand_7
molecule_84,O(N1C(=O)CCC1=O)C(=O)CCC(SSc1ncccc1)C,rand_8
molecule_84,C(=O)(CCC(SSc1ccccn1)C)ON1C(=O)CCC1=O,rand_9
molecule_84,S(C(CCC(=O)ON1C(=O)CCC1=O)C)Sc1ncccc1,rand_10
molecule_85,C(CN(CCN(C(OCc1ccc(NC(=O)C(CCCNC(=O)N)NC(=O)C(NC(=O)OCCOCCN2C(=O)C=CC2=O)C(C)C)cc1)=O)C)C(=O)O)OCCO,rand_1
molecule_85,OC(=O)N(CCOCCO)CCN(C)C(=O)OCc1ccc(NC(C(CCCNC(N)=O)NC(C(C(C)C)NC(=O)OCCOCCN2C(=O)C=CC2=O)=O)=O)cc1,rand_2
molecule_85,N(C(O)=O)(CCN(C(OCc1ccc(NC(C(NC(=O)C(NC(=O)OCCOCCN2C(=O)C=CC2=O)C(C)C)CCCNC(=O)N)=O)cc1)=O)C)CCOCCO,rand_3
molecule_85,N(C(C(NC(CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)N(C)CCN(CCOCCO)C(=O)O)cc1)=O)C(C)C)C(=O)OCCOCCN1C(=O)C=CC1=O,rand_4
molecule_85,C(C(CCCNC(N)=O)NC(=O)C(NC(=O)OCCOCCN1C(=O)C=CC1=O)C(C)C)(Nc1ccc(COC(N(C)CCN(C(=O)O)CCOCCO)=O)cc1)=O,rand_5
molecule_85,CC(C(NC(=O)OCCOCCN1C(=O)C=CC1=O)C(=O)NC(CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)N(CCN(CCOCCO)C(O)=O)C)cc1)C,rand_6
molecule_85,NC(=O)NCCCC(NC(=O)C(C(C)C)NC(=O)OCCOCCN1C(=O)C=CC1=O)C(Nc1ccc(COC(=O)N(C)CCN(C(O)=O)CCOCCO)cc1)=O,rand_7
molecule_85,C(C)(C)C(NC(=O)OCCOCCN1C(=O)C=CC1=O)C(NC(C(=O)Nc1ccc(COC(N(CCN(CCOCCO)C(=O)O)C)=O)cc1)CCCNC(=O)N)=O,rand_8
molecule_85,c1(NC(C(CCCNC(=O)N)NC(=O)C(NC(=O)OCCOCCN2C(=O)C=CC2=O)C(C)C)=O)ccc(COC(N(CCN(CCOCCO)C(O)=O)C)=O)cc1,rand_9
molecule_85,C(C(NC(C(NC(OCCOCCN1C(=O)C=CC1=O)=O)C(C)C)=O)CCCNC(=O)N)(=O)Nc1ccc(COC(=O)N(C)CCN(C(O)=O)CCOCCO)cc1,rand_10
molecule_86,C(C(=O)Nc1ccc(CO)cc1)(NC(=O)C1N(C(C(NC(=O)CCCCCN2C(=O)C=CC2=O)CC(N)=O)=O)CCC1)C(C)C,rand_1
molecule_86,C(O)c1ccc(NC(=O)C(C(C)C)NC(=O)C2N(C(C(NC(=O)CCCCCN3C(=O)C=CC3=O)CC(N)=O)=O)CCC2)cc1,rand_2
molecule_86,C(=O)(N1C(C(=O)NC(C(C)C)C(=O)Nc2ccc(CO)cc2)CCC1)C(CC(=O)N)NC(CCCCCN1C(=O)C=CC1=O)=O,rand_3
molecule_86,C1(=O)N(CCCCCC(NC(CC(=O)N)C(N2C(C(NC(C(=O)Nc3ccc(CO)cc3)C(C)C)=O)CCC2)=O)=O)C(=O)C=C1,rand_4
molecule_86,OCc1ccc(NC(C(NC(=O)C2N(C(=O)C(NC(CCCCCN3C(=O)C=CC3=O)=O)CC(=O)N)CCC2)C(C)C)=O)cc1,rand_5
molecule_86,C1=CC(=O)N(CCCCCC(=O)NC(C(=O)N2C(C(=O)NC(C(Nc3ccc(CO)cc3)=O)C(C)C)CCC2)CC(N)=O)C1=O,rand_6
molecule_86,C(=O)(CCCCCN1C(=O)C=CC1=O)NC(CC(=O)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(Nc1ccc(CO)cc1)=O,rand_7
molecule_86,c1c(CO)ccc(NC(=O)C(C(C)C)NC(C2N(C(C(CC(N)=O)NC(CCCCCN3C(=O)C=CC3=O)=O)=O)CCC2)=O)c1,rand_8
molecule_86,c1cc(NC(=O)C(NC(C2CCCN2C(=O)C(CC(N)=O)NC(=O)CCCCCN2C(=O)C=CC2=O)=O)C(C)C)ccc1CO,rand_9
molecule_86,C1=CC(=O)N(CCCCCC(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)Nc2ccc(CO)cc2)C(C)C)CC(=O)N)C1=O,rand_10
molecule_87,N(C(CNC(CBr)=O)=O)C(C(O)=O)CCC(O)=O,rand_1
molecule_87,C(NC(=O)CBr)C(NC(CCC(=O)O)C(=O)O)=O,rand_2
molecule_87,C(CBr)(=O)NCC(NC(CCC(O)=O)C(O)=O)=O,rand_3
molecule_87,N(C(CNC(=O)CBr)=O)C(CCC(=O)O)C(=O)O,rand_4
molecule_87,C(CCC(O)=O)(NC(=O)CNC(=O)CBr)C(O)=O,rand_5
molecule_87,C(C(=O)O)(NC(=O)CNC(=O)CBr)CCC(O)=O,rand_6
molecule_87,BrCC(=O)NCC(=O)NC(CCC(O)=O)C(=O)O,rand_7
molecule_87,BrCC(=O)NCC(NC(CCC(O)=O)C(=O)O)=O,rand_8
molecule_87,C(C(CCC(O)=O)NC(CNC(=O)CBr)=O)(=O)O,rand_9
molecule_87,C(C(O)=O)CC(NC(=O)CNC(=O)CBr)C(=O)O,rand_10
molecule_88,S(SCCC(S(=O)(O)=O)C(ON1C(=O)CCC1=O)=O)c1ncccc1,rand_1
molecule_88,S(SCCC(S(=O)(=O)O)C(=O)ON1C(=O)CCC1=O)c1ccccn1,rand_2
molecule_88,c1ccc(SSCCC(S(=O)(=O)O)C(ON2C(=O)CCC2=O)=O)nc1,rand_3
molecule_88,O=S(C(CCSSc1ccccn1)C(ON1C(=O)CCC1=O)=O)(O)=O,rand_4
molecule_88,c1cccc(SSCCC(S(O)(=O)=O)C(ON2C(=O)CCC2=O)=O)n1,rand_5
molecule_88,O=S(=O)(O)C(C(ON1C(=O)CCC1=O)=O)CCSSc1ccccn1,rand_6
molecule_88,C1C(=O)N(OC(=O)C(CCSSc2ccccn2)S(=O)(O)=O)C(=O)C1,rand_7
molecule_88,c1cnc(SSCCC(S(=O)(O)=O)C(ON2C(=O)CCC2=O)=O)cc1,rand_8
molecule_88,N1(OC(=O)C(CCSSc2ccccn2)S(O)(=O)=O)C(=O)CCC1=O,rand_9
molecule_88,C1(=O)CCC(=O)N1OC(C(CCSSc1ncccc1)S(=O)(=O)O)=O,rand_10
molecule_89,N(CC(=O)O)C(=O)CNC(=O)CNC(CNC(=O)CN)=O,rand_1
molecule_89,O=C(NCC(=O)NCC(=O)O)CNC(=O)CNC(CN)=O,rand_2
molecule_89,OC(=O)CNC(CNC(CNC(CNC(=O)CN)=O)=O)=O,rand_3
molecule_89,OC(=O)CNC(CNC(=O)CNC(=O)CNC(CN)=O)=O,rand_4
molecule_89,O=C(CN)NCC(NCC(=O)NCC(NCC(O)=O)=O)=O,rand_5
molecule_89,O=C(CNC(=O)CNC(CNC(=O)CNC(=O)CN)=O)O,rand_6
molecule_89,C(=O)(CN)NCC(=O)NCC(NCC(=O)NCC(=O)O)=O,rand_7
molecule_89,O=C(NCC(NCC(=O)NCC(=O)O)=O)CNC(=O)CN,rand_8
molecule_89,C(C(NCC(=O)NCC(NCC(=O)O)=O)=O)NC(=O)CN,rand_9
molecule_89,O=C(CNC(CNC(=O)CNC(=O)CN)=O)NCC(=O)O,rand_10
molecule_90,c1c(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)nnn1CCOCCOCCOCCOCCOCCOCCOCCOCCNC(COCC(=O)N[C@@H](CCCCN)C(=O)Nc1ccc(CO)cc1)=O,rand_1
molecule_90,C(COCCOCCOCCOCCOCCNC(=O)COCC(N[C@@H](CCCCN)C(Nc1ccc(CO)cc1)=O)=O)OCCOCCOCCn1nnc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)c1,rand_2
molecule_90,O(CCOCCOCCOCCOCCOCCNC(COCC(N[C@H](C(=O)Nc1ccc(CO)cc1)CCCCN)=O)=O)CCOCCOCCn1cc(CNC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)nn1,rand_3
molecule_90,C(OCCOCCn1cc(CNC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)nn1)COCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)N[C@H](C(=O)Nc1ccc(CO)cc1)CCCCN,rand_4
molecule_90,O(CCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(N[C@H](C(=O)Nc1ccc(CO)cc1)CCCCN)=O)CCn1nnc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)c1,rand_5
molecule_90,C(OCCOCCOCCn1nnc(CNC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)c1)COCCOCCOCCOCCOCCNC(COCC(=O)N[C@@H](CCCCN)C(=O)Nc1ccc(CO)cc1)=O,rand_6
molecule_90,n1c(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)cn(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)N[C@H](C(Nc2ccc(CO)cc2)=O)CCCCN)n1,rand_7
molecule_90,C(COCCOCCOCCOCCn1cc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)nn1)OCCOCCOCCOCCNC(COCC(=O)N[C@H](C(Nc1ccc(CO)cc1)=O)CCCCN)=O,rand_8
molecule_90,C(NC(=O)C1CCC(CN2C(=O)C=CC2=O)CC1)c1cn(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(N[C@H](C(Nc2ccc(CO)cc2)=O)CCCCN)=O)nn1,rand_9
molecule_90,c1(NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn2nnc(CNC(C3CCC(CN4C(=O)C=CC4=O)CC3)=O)c2)ccc(CO)cc1,rand_10
molecule_91,O=C(C)C(C)C(ON1C(=O)CCC1=O)=S,rand_1
molecule_91,C1C(=O)N(OC(C(C)C(C)=O)=S)C(=O)C1,rand_2
molecule_91,C1CC(=O)N(OC(C(C(C)=O)C)=S)C1=O,rand_3
molecule_91,C1CC(=O)N(OC(=S)C(C)C(=O)C)C1=O,rand_4
molecule_91,C(C(C(C)=O)C)(ON1C(=O)CCC1=O)=S,rand_5
molecule_91,C1CC(=O)N(OC(=S)C(C(C)=O)C)C1=O,rand_6
molecule_91,N1(OC(C(C(=O)C)C)=S)C(=O)CCC1=O,rand_7
molecule_91,S=C(ON1C(=O)CCC1=O)C(C(C)=O)C,rand_8
molecule_91,C1(=O)N(OC(C(C(=O)C)C)=S)C(=O)CC1,rand_9
molecule_91,O=C(C(C(ON1C(=O)CCC1=O)=S)C)C,rand_10
molecule_92,c1cc(-c2nncnn2)ccc1NC(=O)CCOCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C(=O)Nc1ccc(CO)cc1)C)=O)=O,rand_1
molecule_92,c1(-c2nncnn2)ccc(NC(=O)CCOCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C(Nc2ccc(CO)cc2)=O)C)=O)=O)cc1,rand_2
molecule_92,C(COCCOCCOCCOCCC(=O)Nc1ccc(-c2nncnn2)cc1)OCCC(NC(C(C)C)C(=O)NC(C(=O)Nc1ccc(CO)cc1)C)=O,rand_3
molecule_92,O=C(NC(C(=O)Nc1ccc(CO)cc1)C)C(NC(CCOCCOCCOCCOCCOCCC(Nc1ccc(-c2nncnn2)cc1)=O)=O)C(C)C,rand_4
molecule_92,O(CCOCCOCCC(Nc1ccc(-c2nncnn2)cc1)=O)CCOCCOCCC(NC(C(C)C)C(NC(C)C(=O)Nc1ccc(CO)cc1)=O)=O,rand_5
molecule_92,c1c(NC(C(C)NC(C(NC(=O)CCOCCOCCOCCOCCOCCC(Nc2ccc(-c3nncnn3)cc2)=O)C(C)C)=O)=O)ccc(CO)c1,rand_6
molecule_92,C(COCCOCCOCCOCCC(NC(C(C)C)C(NC(C)C(Nc1ccc(CO)cc1)=O)=O)=O)OCCC(=O)Nc1ccc(-c2nncnn2)cc1,rand_7
molecule_92,c1nnc(-c2ccc(NC(CCOCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C)C(Nc3ccc(CO)cc3)=O)=O)=O)=O)cc2)nn1,rand_8
molecule_92,C(NC(C(NC(C(=O)Nc1ccc(CO)cc1)C)=O)C(C)C)(=O)CCOCCOCCOCCOCCOCCC(=O)Nc1ccc(-c2nncnn2)cc1,rand_9
molecule_92,O(CCOCCC(=O)Nc1ccc(-c2nncnn2)cc1)CCOCCOCCOCCC(NC(C(NC(C(Nc1ccc(CO)cc1)=O)C)=O)C(C)C)=O,rand_10
molecule_93,O=C(CNC(CNC(=O)CN)=O)NCC(NCC(NCCN)=O)=O,rand_1
molecule_93,O=C(CN)NCC(=O)NCC(NCC(=O)NCC(NCCN)=O)=O,rand_2
molecule_93,C(C(=O)NCC(=O)NCC(=O)NCC(NCC(=O)NCCN)=O)N,rand_3
molecule_93,C(N)C(=O)NCC(=O)NCC(NCC(NCC(NCCN)=O)=O)=O,rand_4
molecule_93,C(NCC(=O)NCC(=O)NCC(NCC(=O)NCCN)=O)(=O)CN,rand_5
molecule_93,O=C(CN)NCC(=O)NCC(NCC(NCC(=O)NCCN)=O)=O,rand_6
molecule_93,C(CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN)N,rand_7
molecule_93,C(NC(CNC(CNC(CNC(=O)CN)=O)=O)=O)C(=O)NCCN,rand_8
molecule_93,C(=O)(NCCN)CNC(=O)CNC(=O)CNC(CNC(CN)=O)=O,rand_9
molecule_93,O=C(NCCN)CNC(CNC(=O)CNC(CNC(=O)CN)=O)=O,rand_10
molecule_94,C(CCN1C(=O)C=CC1=O)CCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)C(C)C,rand_1
molecule_94,C1(=O)N(CCCCCC(N[C@@H](C(C)C)C(N[C@@H](C)C(=O)O)=O)=O)C(=O)C=C1,rand_2
molecule_94,C(CCCC(N[C@H](C(=O)N[C@H](C(O)=O)C)C(C)C)=O)CN1C(=O)C=CC1=O,rand_3
molecule_94,C1=CC(=O)N(CCCCCC(N[C@H](C(=O)N[C@@H](C)C(=O)O)C(C)C)=O)C1=O,rand_4
molecule_94,C1=CC(=O)N(CCCCCC(N[C@@H](C(C)C)C(N[C@H](C(O)=O)C)=O)=O)C1=O,rand_5
molecule_94,C(N[C@@H](C)C(O)=O)(=O)[C@@H](NC(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,rand_6
molecule_94,C([C@@H](NC([C@H](C(C)C)NC(=O)CCCCCN1C(=O)C=CC1=O)=O)C)(=O)O,rand_7
molecule_94,O=C1C=CC(=O)N1CCCCCC(=O)N[C@H](C(=O)N[C@@H](C)C(O)=O)C(C)C,rand_8
molecule_94,N(C(=O)[C@H](C(C)C)NC(CCCCCN1C(=O)C=CC1=O)=O)[C@H](C(O)=O)C,rand_9
molecule_94,O=C(N[C@H](C(=O)O)C)[C@@H](NC(=O)CCCCCN1C(=O)C=CC1=O)C(C)C,rand_10
molecule_95,C1(=O)N(CC2CCC(C(=O)NCc3cn(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(NC(C(NC(C(Nc4ccc(COC(=O)N(C)CCN)cc4)=O)CCCCN)=O)CC/C=C\C=C)=O)nn3)CC2)C(=O)C=C1,rand_1
molecule_95,O=C1C=CC(=O)N1CC1CCC(C(=O)NCc2nnn(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(=O)NC(CC/C=C\C=C)C(=O)NC(CCCCN)C(Nc3ccc(COC(=O)N(CCN)C)cc3)=O)c2)CC1,rand_2
molecule_95,C(NC(C(CC/C=C\C=C)NC(=O)COCC(NCCOCCOCCOCCOCCOCCOCCOCCOCCn1nnc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)c1)=O)=O)(CCCCN)C(=O)Nc1ccc(COC(N(CCN)C)=O)cc1,rand_3
molecule_95,C(=O)(COCC(NC(CC/C=C\C=C)C(NC(C(=O)Nc1ccc(COC(=O)N(C)CCN)cc1)CCCCN)=O)=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn1nnc(CNC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)c1,rand_4
molecule_95,C(OCCOCCOCCOCCOCCOCCOCCOCCNC(COCC(=O)NC(CC/C=C\C=C)C(=O)NC(C(=O)Nc1ccc(COC(=O)N(CCN)C)cc1)CCCCN)=O)Cn1nnc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)c1,rand_5
molecule_95,C1(=O)N(CC2CCC(C(NCc3nnn(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(COCC(=O)NC(C(NC(C(Nc4ccc(COC(N(C)CCN)=O)cc4)=O)CCCCN)=O)CC/C=C\C=C)=O)c3)=O)CC2)C(=O)C=C1,rand_6
molecule_95,O(CCNC(COCC(=O)NC(C(=O)NC(CCCCN)C(Nc1ccc(COC(N(CCN)C)=O)cc1)=O)CC/C=C\C=C)=O)CCOCCOCCOCCOCCOCCOCCOCCn1cc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)nn1,rand_7
molecule_95,C(\CCC(C(=O)NC(CCCCN)C(=O)Nc1ccc(COC(N(CCN)C)=O)cc1)NC(COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn1nnc(CNC(C2CCC(CN3C(=O)C=CC3=O)CC2)=O)c1)=O)=C\C=C,rand_8
molecule_95,C(NC(COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn1cc(CNC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)nn1)=O)(CC/C=C\C=C)C(NC(CCCCN)C(Nc1ccc(COC(=O)N(C)CCN)cc1)=O)=O,rand_9
molecule_95,O(CCOCCOCCOCCOCCOCCOCCOCCNC(=O)COCC(NC(CC/C=C\C=C)C(=O)NC(C(=O)Nc1ccc(COC(=O)N(C)CCN)cc1)CCCCN)=O)CCn1cc(CNC(=O)C2CCC(CN3C(=O)C=CC3=O)CC2)nn1,rand_10
molecule_96,N1(CCC(NCCOCCOCCOCCOCCOCCOCCOCCOCCC(NC(C(NC(C(=O)Nc2ccc(CO)cc2)C)=O)C(C)C)=O)=O)C(=O)C=CC1=O,rand_1
molecule_96,C(NCCOCCOCCOCCOCCOCCOCCOCCOCCC(NC(C(C)C)C(NC(C)C(=O)Nc1ccc(CO)cc1)=O)=O)(CCN1C(=O)C=CC1=O)=O,rand_2
molecule_96,C(C)(C)C(NC(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)=O)C(=O)NC(C(Nc1ccc(CO)cc1)=O)C,rand_3
molecule_96,O=C(NC(C)C(Nc1ccc(CO)cc1)=O)C(NC(CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)C=CC1=O)=O)C(C)C,rand_4
molecule_96,C1(=O)C=CC(=O)N1CCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(NC(C(NC(C)C(Nc1ccc(CO)cc1)=O)=O)C(C)C)=O,rand_5
molecule_96,O(CCOCCOCCOCCOCCOCCOCCOCCC(NC(C(NC(C)C(Nc1ccc(CO)cc1)=O)=O)C(C)C)=O)CCNC(=O)CCN1C(=O)C=CC1=O,rand_6
